CustomerID,Recency,Frequency,Monetary,rfm_code,rfm_label,cluster,cluster_name,dbscan,R_score,F_score,M_score,RFMScore,Total_score,segment
12473,30,5,3928.0499999999997,011,Champions,0,Platinum,0,2,2,1,221,5,Big spenders
12474,18,18,7324.09,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12475,54,1,723.38,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
12476,16,11,6816.42,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12477,23,6,13219.74,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12478,4,1,680.99,000,New / promising,1,Gold,1,1,4,2,142,7,Promising
12479,12,1,527.2,000,New / promising,1,Gold,1,1,4,3,143,8,Promising
12480,29,4,3281.63,001,Big new spenders,1,Gold,0,2,2,1,221,5,Big spenders
12481,23,10,5579.82,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12483,18,8,2484.98,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12484,33,6,4527.32,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12488,10,3,1298.66,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
12489,337,1,334.93,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12490,6,10,5417.93,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12491,39,1,460.40000000000003,000,New / promising,2,Silver,1,2,4,3,243,9,Regular
12492,64,2,263.21000000000004,000,New / promising,2,Silver,0,3,3,4,334,10,Regular
12493,166,2,433.74,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
12494,16,7,1246.1000000000001,010,Frequent low spenders,1,Gold,0,1,1,2,112,4,Loyal
12497,82,1,1043.1,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
12498,22,3,403.70000000000005,000,New / promising,1,Gold,0,2,2,3,223,7,Regular
12500,24,11,4257.82,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12501,337,1,2169.39,101,High-value lost,2,Silver,1,4,4,1,441,9,Big spenders
12502,96,5,3723.87,111,Loyal at risk,1,Gold,0,3,2,1,321,6,Big spenders
12504,19,2,482.04999999999995,000,New / promising,1,Gold,0,2,3,3,233,8,Regular
12506,233,1,73.5,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12507,135,3,1304.81,100,Lost low value,1,Gold,0,3,2,2,322,7,At risk
12508,27,2,397.88,000,New / promising,1,Gold,0,2,3,3,233,8,Regular
12509,285,1,176.5,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12510,143,2,982.5699999999999,100,Lost low value,2,Silver,0,4,3,2,432,9,At risk
12512,67,2,132.18,000,New / promising,2,Silver,0,3,3,4,334,10,Regular
12513,113,1,612.29,100,Lost low value,2,Silver,1,3,4,3,343,10,Regular
12514,268,1,1017.68,100,Lost low value,2,Silver,1,4,4,2,442,10,At risk
12515,354,1,383.7,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12516,78,2,1312.06,000,New / promising,1,Gold,0,3,3,2,332,8,At risk
12517,29,5,2481.6,011,Champions,1,Gold,0,2,2,1,221,5,Big spenders
12518,1,5,2056.89,011,Champions,0,Platinum,0,1,2,1,121,4,Big spenders
12519,64,1,330.84,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
12520,80,5,2634.26,011,Champions,1,Gold,0,3,2,1,321,6,Big spenders
12521,143,1,599.68,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12522,40,2,192.72,000,New / promising,2,Silver,0,2,3,4,234,9,Regular
12523,20,11,1789.77,010,Frequent low spenders,0,Platinum,0,2,1,1,211,4,Loyal
12524,10,8,4485.72,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12526,1,3,1316.66,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
12527,82,3,348.71000000000004,000,New / promising,2,Silver,0,3,2,3,323,8,At risk
12528,10,6,1933.48,010,Frequent low spenders,0,Platinum,0,1,1,1,111,3,Champions
12530,60,4,1662.28,000,New / promising,1,Gold,0,3,2,1,321,6,Big spenders
12531,15,1,125.22,000,New / promising,2,Silver,1,1,4,4,144,9,Promising
12532,31,1,349.83000000000004,000,New / promising,2,Silver,1,2,4,3,243,9,Regular
12534,131,1,1089.18,100,Lost low value,2,Silver,1,3,4,2,342,9,At risk
12535,92,2,716.35,000,New / promising,2,Silver,0,3,3,2,332,8,At risk
12536,44,3,12601.830000000002,001,Big new spenders,0,Platinum,-1,2,2,1,221,5,Big spenders
12538,30,1,363.95,000,New / promising,2,Silver,1,2,4,3,243,9,Regular
12539,23,4,5568.35,001,Big new spenders,0,Platinum,0,2,2,1,221,5,Big spenders
12540,20,17,13400.24,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12541,30,3,981.18,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
12544,37,1,372.7,000,New / promising,2,Silver,1,2,4,3,243,9,Regular
12545,76,2,1000.39,000,New / promising,1,Gold,0,3,3,2,332,8,At risk
12546,47,2,1161.5,000,New / promising,1,Gold,0,2,3,2,232,7,Regular
12547,198,2,207.79999999999998,100,Lost low value,2,Silver,0,4,3,4,434,11,Lost
12548,167,1,95.19999999999999,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12550,80,1,964.83,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
12551,358,1,168.0,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12552,39,2,437.82,000,New / promising,1,Gold,0,2,3,3,233,8,Regular
12553,9,10,3692.28,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12556,51,2,599.56,000,New / promising,1,Gold,0,2,3,3,233,8,Regular
12557,17,5,11990.960000000001,011,Champions,0,Platinum,0,1,2,1,121,4,Big spenders
12558,8,1,269.96,000,New / promising,1,Gold,1,1,4,4,144,9,Promising
12559,311,2,561.71,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
12560,6,3,2134.01,001,Big new spenders,1,Gold,0,1,2,1,121,4,Big spenders
12561,303,1,238.85,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12562,9,7,3781.7400000000002,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12564,262,1,456.9,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12565,289,1,145.92,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12566,87,1,351.65,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
12567,23,10,9401.28,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12569,3,32,4124.69,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12571,40,2,519.61,000,New / promising,1,Gold,0,2,3,3,233,8,Regular
12572,9,2,1020.42,000,New / promising,1,Gold,0,1,3,2,132,6,Promising
12573,228,1,160.54000000000002,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12574,316,1,218.45,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12576,36,5,1315.83,010,Frequent low spenders,1,Gold,0,2,2,2,222,6,Regular
12577,36,3,626.6,000,New / promising,1,Gold,0,2,2,3,223,7,Regular
12578,22,2,2794.51,001,Big new spenders,1,Gold,0,2,3,1,231,6,Big spenders
12579,79,1,440.42,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
12580,247,1,415.7,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12581,40,1,197.71,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
12582,239,2,511.36,100,Lost low value,2,Silver,0,4,3,3,433,10,Lost
12583,3,15,7281.38,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12584,4,9,2338.15,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12585,235,2,2040.1,100,Lost low value,2,Silver,0,4,3,1,431,8,Big spenders
12586,18,1,196.94000000000003,000,New / promising,2,Silver,1,1,4,4,144,9,Promising
12587,8,1,144.0,000,New / promising,1,Gold,1,1,4,4,144,9,Promising
12588,40,1,214.89999999999998,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
12589,29,2,646.68,000,New / promising,1,Gold,0,2,3,3,233,8,Regular
12590,212,2,9864.26,101,High-value lost,1,Gold,-1,4,3,1,431,8,Big spenders
12591,318,1,452.84999999999997,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12592,93,2,437.6,000,New / promising,2,Silver,0,3,3,3,333,9,Regular
12593,109,3,418.09999999999997,100,Lost low value,2,Silver,0,3,2,3,323,8,At risk
12594,38,10,3338.2200000000003,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12596,52,2,618.27,000,New / promising,1,Gold,0,3,3,3,333,9,Regular
12597,20,4,3811.22,001,Big new spenders,1,Gold,0,2,2,1,221,5,Big spenders
12598,10,8,3023.08,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12599,30,7,1032.58,010,Frequent low spenders,1,Gold,0,2,1,2,212,5,Loyal
12600,29,10,2599.04,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12601,190,5,577.0600000000001,110,Lapsed regulars,2,Silver,0,4,2,3,423,9,At risk
12602,59,1,153.12,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
12603,22,1,739.1999999999999,000,New / promising,1,Gold,1,2,4,2,242,8,Regular
12604,80,2,254.18,000,New / promising,2,Silver,0,3,3,4,334,10,Regular
12607,61,1,1579.51,000,New / promising,1,Gold,1,3,4,2,342,9,At risk
12609,79,3,1126.85,000,New / promising,1,Gold,0,3,2,2,322,7,At risk
12610,23,5,2099.54,011,Champions,1,Gold,0,2,2,1,221,5,Big spenders
12611,53,1,1193.32,000,New / promising,1,Gold,1,3,4,2,342,9,At risk
12612,75,1,704.0400000000001,000,New / promising,2,Silver,1,3,4,2,342,9,At risk
12613,58,5,3344.38,011,Champions,1,Gold,0,3,2,1,321,6,Big spenders
12614,278,1,315.6,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12615,3,4,2291.19,001,Big new spenders,0,Platinum,0,1,2,1,121,4,Big spenders
12616,96,2,713.3,100,Lost low value,2,Silver,0,3,3,2,332,8,At risk
12617,30,1,352.98,000,New / promising,2,Silver,1,2,4,3,243,9,Regular
12618,22,1,177.31,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
12619,17,9,3641.24,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12620,15,3,1339.41,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
12621,2,20,13689.67,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12622,233,1,180.1,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12623,277,1,305.1,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12624,107,2,641.13,100,Lost low value,2,Silver,0,3,3,3,333,9,Regular
12625,212,2,2683.82,101,High-value lost,1,Gold,0,4,3,1,431,8,Big spenders
12626,24,9,6620.48,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12627,11,7,4478.53,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12628,5,3,786.46,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
12630,10,2,1270.88,000,New / promising,1,Gold,0,1,3,2,132,6,Promising
12631,58,1,640.5,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
12633,59,4,2163.98,001,Big new spenders,1,Gold,0,3,2,1,321,6,Big spenders
12635,90,2,1689.18,000,New / promising,1,Gold,0,3,3,1,331,7,Big spenders
12637,68,8,6002.9,011,Champions,0,Platinum,0,3,1,1,311,5,Loyal
12638,34,1,671.69,000,New / promising,1,Gold,1,2,4,2,242,8,Regular
12639,239,1,486.1,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12640,24,3,1174.58,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
12641,116,1,185.9,100,Lost low value,2,Silver,1,3,4,4,344,11,Regular
12642,26,3,1013.26,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
12643,129,6,3344.64,111,Loyal at risk,1,Gold,0,3,1,1,311,5,Loyal
12644,130,1,477.91,100,Lost low value,2,Silver,1,3,4,3,343,10,Regular
12645,34,4,1775.18,000,New / promising,1,Gold,0,2,2,1,221,5,Big spenders
12646,5,2,1346.97,000,New / promising,1,Gold,0,1,3,2,132,6,Promising
12647,23,12,3722.82,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12648,155,1,318.05,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12649,108,3,623.51,100,Lost low value,1,Gold,0,3,2,3,323,8,At risk
12650,4,1,314.44,000,New / promising,1,Gold,1,1,4,3,143,8,Promising
12651,335,1,114.0,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12652,332,1,919.98,100,Lost low value,2,Silver,1,4,4,2,442,10,At risk
12653,149,2,2209.85,101,High-value lost,1,Gold,0,4,3,1,431,8,Big spenders
12654,11,5,601.98,010,Frequent low spenders,1,Gold,0,1,2,3,123,6,Promising
12656,18,5,4051.17,011,Champions,0,Platinum,0,1,2,1,121,4,Big spenders
12657,12,4,1643.18,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
12658,19,1,686.05,000,New / promising,1,Gold,1,2,4,2,242,8,Regular
12659,30,1,91.68,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
12660,12,1,245.1,000,New / promising,1,Gold,1,1,4,4,144,9,Promising
12662,1,11,3849.78,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12664,9,9,4881.88,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12665,325,1,63.0,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12667,59,1,620.13,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
12668,12,4,3807.15,001,Big new spenders,0,Platinum,0,1,2,1,121,4,Big spenders
12669,151,3,2744.0299999999997,101,High-value lost,1,Gold,0,4,2,1,421,7,Big spenders
12670,11,5,2996.05,011,Champions,0,Platinum,0,1,2,1,121,4,Big spenders
12672,330,1,225.89999999999998,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12673,6,2,610.52,000,New / promising,1,Gold,0,1,3,3,133,7,Promising
12674,39,4,1970.6,000,New / promising,1,Gold,0,2,2,1,221,5,Big spenders
12676,25,6,1331.39,010,Frequent low spenders,1,Gold,0,2,1,2,212,5,Loyal
12678,43,12,17628.46,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12679,59,4,1113.02,000,New / promising,1,Gold,0,3,2,2,322,7,At risk
12680,1,4,862.81,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
12681,15,22,13787.54,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12682,4,31,12279.82,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12683,5,15,8476.57,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12684,8,7,2283.63,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12685,29,6,2863.08,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12686,372,1,89.14,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12688,114,1,4873.8099999999995,101,High-value lost,1,Gold,1,3,4,1,341,8,Big spenders
12689,26,2,1247.61,000,New / promising,1,Gold,0,2,3,2,232,7,Regular
12690,206,1,389.01,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12691,29,6,1035.8,010,Frequent low spenders,1,Gold,0,2,1,2,212,5,Loyal
12693,128,4,855.91,100,Lost low value,1,Gold,0,3,2,2,322,7,At risk
12694,71,2,869.67,000,New / promising,1,Gold,0,3,3,2,332,8,At risk
12695,8,4,582.1,000,New / promising,1,Gold,0,1,2,3,123,6,Promising
12697,29,3,957.59,000,New / promising,1,Gold,0,2,2,2,222,6,Regular
12700,8,4,4939.99,001,Big new spenders,0,Platinum,0,1,2,1,121,4,Big spenders
12701,80,2,797.71,000,New / promising,1,Gold,0,3,3,2,332,8,At risk
12702,20,1,219.0,000,New / promising,2,Silver,1,2,4,4,244,10,Regular
12703,72,1,283.55,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
12704,8,8,2340.84,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12705,16,9,6868.29,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12707,292,1,603.42,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12708,30,10,2712.91,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12709,16,15,9706.52,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12710,97,3,1149.02,100,Lost low value,1,Gold,0,3,2,2,322,7,At risk
12712,29,13,4396.13,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12713,1,1,848.55,000,New / promising,1,Gold,-1,1,4,2,142,7,Promising
12714,10,5,4708.86,011,Champions,0,Platinum,0,1,2,1,121,4,Big spenders
12715,107,1,343.36,100,Lost low value,2,Silver,1,3,4,3,343,10,Regular
12716,4,2,1053.49,000,New / promising,1,Gold,0,1,3,2,132,6,Promising
12717,152,2,1030.98,100,Lost low value,2,Silver,0,4,3,2,432,9,At risk
12718,72,1,238.25,000,New / promising,2,Silver,1,3,4,4,344,11,Regular
12719,6,2,644.95,000,New / promising,1,Gold,0,1,3,3,133,7,Promising
12720,3,25,5781.73,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12721,32,6,2656.13,011,Champions,1,Gold,0,2,1,1,211,4,Loyal
12722,86,4,997.63,000,New / promising,1,Gold,0,3,2,2,322,7,At risk
12723,4,5,725.07,010,Frequent low spenders,1,Gold,0,1,2,2,122,5,Promising
12724,6,4,1031.41,000,New / promising,1,Gold,0,1,2,2,122,5,Promising
12725,372,1,427.8,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12726,29,7,2609.1,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12727,11,7,3980.7,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12728,72,4,836.33,000,New / promising,1,Gold,0,3,2,2,322,7,At risk
12729,114,1,453.01,100,Lost low value,2,Silver,1,3,4,3,343,10,Regular
12731,24,12,18895.91,011,Champions,0,Platinum,0,2,1,1,211,4,Loyal
12732,180,1,236.26000000000002,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12733,235,1,383.95,100,Lost low value,2,Silver,1,4,4,3,443,11,Lost
12734,353,1,110.39999999999999,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12735,316,2,779.5699999999999,100,Lost low value,2,Silver,0,4,3,2,432,9,At risk
12736,333,1,234.0,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12738,373,1,155.35,100,Lost low value,2,Silver,1,4,4,4,444,12,Lost
12739,79,2,1013.04,000,New / promising,1,Gold,0,3,3,2,332,8,At risk
12740,64,1,427.6,000,New / promising,2,Silver,1,3,4,3,343,10,Regular
12743,135,2,540.13,100,Lost low value,2,Silver,0,3,3,3,333,9,Regular
12744,52,7,21279.29,011,Champions,0,Platinum,-1,3,1,1,311,5,Loyal
12747,3,11,4196.01,011,Champions,0,Platinum,0,1,1,1,111,3,Champions
12748,1,209,33053.19,011,Champions,0,Platinum,-1,1,1,1,111,3,Champions
12749,4,5,4090.88,011,Champions,0,Platinum,0,1,2,1,121,4,Big spenders
